18769,1497380622.0,,,69.93.135.40,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
18770,1497380623.0,,,67.18.53.3,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
18771,1497380623.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18772,1497380626.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18773,1497380626.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18776,1497380646.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18777,1497380679.0,,,192.168.5.122,192.168.1.103,Consecutive TCP small segments exceeding threshold,,,,,,
18784,1497380692.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18786,1497380704.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18787,1497380704.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18788,1497380707.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18789,1497380725.0,,,192.168.4.121,72.26.226.42,Reset outside window,,,,,,
18790,1497380736.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18791,1497380736.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18793,1497380740.0,,,192.168.3.117,68.142.205.137,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18795,1497380743.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18797,1497380745.0,,,64.50.155.4,192.168.3.117,(spp_sdf) SDF Combination Alert,,,,,,
18798,1497380745.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18800,1497380752.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
18801,1497380752.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18802,1497380753.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18803,1497380756.0,,,192.168.3.114,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18804,1497380759.0,,,212.58.244.143,192.168.3.114,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
18805,1497380774.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18810,1497380852.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18811,1497380933.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
18812,1497380961.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18815,1497380962.0,,,192.168.2.112,65.55.17.25,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18819,1497380963.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18824,1497380964.0,,,192.168.2.112,65.55.149.121,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18827,1497380964.0,,,192.168.2.112,65.55.149.122,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18828,1497380967.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
18829,1497380980.0,,,67.20.126.72,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18830,1497380998.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18831,1497381004.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18832,1497381071.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18834,1497381107.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18835,1497381108.0,,,192.168.5.123,192.168.2.112,(spp_sdf) SDF Combination Alert,,,,,,
18836,1497381124.0,,,72.47.228.196,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18837,1497381218.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18843,1497381223.0,,,79.171.91.36,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
18845,1497381224.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18846,1497381256.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18848,1497381336.0,,,192.168.5.122,192.168.3.117,Consecutive TCP small segments exceeding threshold,,,,,,
18856,1497381345.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
18857,1497381352.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18858,1497381354.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18859,1497381354.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18861,1497381359.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18863,1497381359.0,,,208.78.125.18,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
18864,1497381367.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18870,1497381369.0,,,63.111.123.26,192.168.5.122,ICMP test detected,,,,,,
18873,1497381382.0,,,63.111.123.26,192.168.5.122,ICMP test detected,,,,,,
18874,1497381390.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18875,1497381441.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18877,1497381441.0,,,192.168.4.119,64.45.59.77,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18878,1497381441.0,,,64.45.59.77,192.168.4.119,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18879,1497381495.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18880,1497381507.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18881,1497381517.0,,,79.171.91.39,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
18882,1497381572.0,,,192.168.4.119,64.45.59.77,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18883,1497381572.0,,,64.45.59.77,192.168.4.119,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18884,1497381578.0,,,79.171.91.39,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
18885,1497381583.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18886,1497381640.0,,,192.168.5.123,192.168.2.112,ET WEB_SERVER SQL Errors in HTTP 200 Response (SqlException),,,,,,
18887,1497381658.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
18888,1497381663.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18889,1497381686.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18891,1497381692.0,,,195.86.39.11,192.168.4.118,(http_inspect) JAVASCRIPT WHITESPACES EXCEEDS MAX ALLOWED,,,,,,
18893,1497381701.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18896,1497381738.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18899,1497381739.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
18900,1497381741.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18901,1497381747.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18904,1497381752.0,,,192.168.5.122,192.168.3.115,Consecutive TCP small segments exceeding threshold,,,,,,
18911,1497381787.0,,,67.111.12.102,192.168.1.101,(spp_sdf) SDF Combination Alert,,,,,,
18912,1497381792.0,,,192.168.3.115,74.220.195.150,Reset outside window,,,,,,
18913,1497381816.0,,,205.188.251.36,192.168.1.102,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18914,1497381817.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18917,1497381819.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18918,1497381819.0,,,69.192.29.87,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
18920,1497381880.0,,,192.168.5.122,192.168.2.113,Consecutive TCP small segments exceeding threshold,,,,,,
18927,1497381906.0,,,67.111.12.102,192.168.1.101,Limit on number of overlapping TCP packets reached,,,,,,
18928,1497381930.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
18929,1497381938.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18931,1497381939.0,,,192.168.2.107,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18932,1497381939.0,,,203.116.131.24,192.168.2.107,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18934,1497381942.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18937,1497381943.0,,,142.166.14.80,192.168.3.117,(spp_sdf) SDF Combination Alert,,,,,,
18939,1497381943.0,,,67.15.47.4,192.168.2.107,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18941,1497381944.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18942,1497381945.0,,,192.168.3.117,216.252.126.190,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18944,1497381952.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18945,1497381954.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18947,1497381955.0,,,212.58.244.142,192.168.3.114,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
18951,1497381960.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18952,1497381961.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18955,1497381972.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18956,1497381974.0,,,72.14.204.118,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
18957,1497381975.0,,,142.166.14.80,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
18958,1497381977.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18959,1497381977.0,,,67.15.47.4,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18960,1497381980.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18961,1497381980.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18962,1497382012.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18963,1497382033.0,,,67.111.12.102,192.168.1.101,Limit on number of overlapping TCP packets reached,,,,,,
18964,1497382038.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18965,1497382042.0,,,76.13.18.78,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18966,1497382089.0,,,59.128.86.8,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
18967,1497382112.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18968,1497382119.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18969,1497382175.0,,,67.111.12.102,192.168.1.101,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
18970,1497382208.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18971,1497382209.0,,,72.14.204.99,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
18972,1497382210.0,,,72.14.204.147,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
18973,1497382214.0,,,192.168.4.121,72.26.226.42,Reset outside window,,,,,,
18974,1497382224.0,,,72.14.204.104,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
18975,1497382240.0,,,59.128.86.8,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
18976,1497382256.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18977,1497382257.0,,,192.168.4.119,66.235.126.95,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
18979,1497382317.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18980,1497382331.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18982,1497382336.0,,,206.130.98.193,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
18983,1497382339.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18984,1497382346.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
18985,1497382383.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
18986,1497382385.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18987,1497382401.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
18988,1497382420.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18989,1497382426.0,,,192.168.5.122,192.168.2.111,Consecutive TCP small segments exceeding threshold,,,,,,
18996,1497382427.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
18997,1497382470.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
18999,1497382489.0,,,91.190.170.71,192.168.4.121,(spp_sdf) SDF Combination Alert,,,,,,
19000,1497382533.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19001,1497382536.0,,,59.128.86.8,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
19002,1497382542.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19003,1497382542.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19004,1497382542.0,,,192.168.2.107,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19005,1497382542.0,,,203.116.131.24,192.168.2.107,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19006,1497382545.0,,,206.130.98.193,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
19007,1497382554.0,,,192.168.1.104,208.78.125.13,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19008,1497382554.0,,,208.78.125.13,192.168.1.104,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19009,1497382555.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19010,1497382555.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19015,1497382560.0,,,208.78.125.18,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19016,1497382585.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19017,1497382585.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19018,1497382627.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19022,1497382755.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19023,1497382756.0,,,216.22.86.35,192.168.3.115,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19025,1497382795.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19026,1497382797.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19028,1497382805.0,,,142.166.14.70,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
19029,1497382827.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19030,1497382843.0,,,192.168.5.122,192.168.3.114,Consecutive TCP small segments exceeding threshold,,,,,,
19037,1497382862.0,,,192.168.4.119,74.52.79.2,Consecutive TCP small segments exceeding threshold,,,,,,
19038,1497382893.0,,,192.168.5.122,192.168.2.110,Consecutive TCP small segments exceeding threshold,,,,,,
19039,1497382899.0,,,192.168.1.101,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19040,1497382910.0,,,59.128.86.8,192.168.4.118,(spp_sdf) SDF Combination Alert,,,,,,
19041,1497382918.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19042,1497382921.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19043,1497382936.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19046,1497382979.0,,,67.111.12.102,192.168.1.101,(spp_sdf) SDF Combination Alert,,,,,,
19047,1497382991.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19048,1497382991.0,,,168.144.71.202,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
19049,1497382997.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19055,1497383017.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19056,1497383018.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19060,1497383024.0,,,64.56.177.79,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
19061,1497383063.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19062,1497383071.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19063,1497383074.0,,,79.171.91.36,192.168.4.119,(spp_sdf) SDF Combination Alert,,,,,,
19064,1497383081.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19066,1497383107.0,,,192.168.5.122,192.168.4.120,Consecutive TCP small segments exceeding threshold,,,,,,
19067,1497383141.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19068,1497383143.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19071,1497383145.0,,,205.188.101.210,192.168.2.107,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19073,1497383148.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19074,1497383149.0,,,142.166.14.85,192.168.2.107,(spp_sdf) SDF Combination Alert,,,,,,
19076,1497383154.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19077,1497383155.0,,,192.168.3.114,74.50.3.200,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19078,1497383155.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19083,1497383156.0,,,212.58.244.141,192.168.3.114,(http_inspect) SERVER CONSECUTIVE SMALL CHUNK SIZES,,,,,,
19086,1497383157.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19095,1497383161.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19096,1497383162.0,,,72.233.69.13,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
19097,1497383162.0,,,63.245.217.21,192.168.3.114,(spp_sdf) SDF Combination Alert,,,,,,
19100,1497383163.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19102,1497383164.0,,,69.174.57.102,192.168.3.117,(spp_sdf) SDF Combination Alert,,,,,,
19106,1497383169.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19111,1497383175.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19115,1497383179.0,,,64.62.209.20,192.168.3.117,(spp_sdf) SDF Combination Alert,,,,,,
19117,1497383181.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19122,1497383188.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19123,1497383188.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19125,1497383189.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19127,1497383189.0,,,67.15.47.4,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19128,1497383189.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19132,1497383195.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19137,1497383202.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19142,1497383208.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19147,1497383213.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19148,1497383214.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19150,1497383217.0,,,125.89.196.18,192.168.2.111,(spp_sdf) SDF Combination Alert,,,,,,
19153,1497383220.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19158,1497383226.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19162,1497383232.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19166,1497383238.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19167,1497383240.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19173,1497383246.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19174,1497383246.0,,,192.168.2.112,192.168.5.123,ET WEB_SERVER Possible SQLi xp_cmdshell POST body,,,,,,
19179,1497383253.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19183,1497383259.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19187,1497383265.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19192,1497383271.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19196,1497383277.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19201,1497383283.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19205,1497383289.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19206,1497383290.0,,,67.18.53.3,192.168.2.109,(spp_sdf) SDF Combination Alert,,,,,,
19210,1497383295.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19214,1497383301.0,,,72.233.104.107,192.168.1.104,(spp_sdf) SDF Combination Alert,,,,,,
19216,1497383367.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19217,1497383368.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19218,1497383412.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
19220,1497383454.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS TMG Firewall Client long host entry exploit attempt,,,,,,
19221,1497383454.0,,,192.168.2.108,203.116.131.24,(http_inspect) INVALID CONTENT-LENGTH OR CHUNK SIZE,,,,,,
19222,1497383454.0,,,203.116.131.24,192.168.2.108,(http_inspect) NO CONTENT-LENGTH OR TRANSFER-ENCODING IN HTTP RESPONSE,,,,,,
19224,1497383476.0,,,198.164.30.2,192.168.5.122,PROTOCOL-DNS potential dns cache poisoning attempt - mismatched txid,,,,,,
