initial_ph,minimum_ph,delta_ph_0,Tmax,rho,omega,P,N,TP,FP,Alerts,"B[0,1,3]","B[0,1,4]","B[0,2,5]","B[0,2,6]"
1000.0,100.0,500.0,20,0.07,2300.0,3,997,3,0,1,0.36710698381249884,0.23878655783693878,0.19705322917528115,0.19705322917528115
1000.0,100.0,500.0,20,0.07,2400.0,3,997,3,0,1,0.36711080616721836,0.2387858897861581,0.19705165202331174,0.19705165202331174
1000.0,100.0,500.0,20,0.07,2500.0,3,997,3,0,1,0.36711417916376554,0.2387853002581643,0.19705026028903513,0.19705026028903513
1000.0,100.0,500.0,20,0.07,2600.0,3,997,3,0,1,0.36711717057098814,0.23878477741316229,0.1970490260079248,0.1970490260079248
1000.0,100.0,500.0,20,0.07,2700.0,3,997,3,0,1,0.3671198358482414,0.23878431156143048,0.19704792629516404,0.19704792629516404
1000.0,100.0,500.0,20,0.07,2800.0,3,997,3,0,1,0.3671222207340445,0.23878389471128128,0.19704694227733707,0.19704694227733707
1000.0,100.0,500.0,20,0.07,2900.0,3,997,3,0,1,0.36712436322120334,0.23878352022412971,0.19704605827733343,0.19704605827733343
1000.0,100.0,500.0,20,0.07,3000.0,3,997,3,0,1,0.3671262950791239,0.2387831825486187,0.1970452611861287,0.1970452611861287
1000.0,100.0,500.0,20,0.07,3100.0,3,997,3,0,1,0.3671280430381793,0.23878287701375314,0.19704453997403373,0.19704453997403373
1000.0,100.0,500.0,20,0.07,3200.0,3,997,3,0,1,0.3671296297192276,0.23878259966653712,0.1970438853071176,0.1970438853071176
1000.0,100.0,500.0,20,0.08,200.0,3,997,3,0,1,0.3603250371530077,0.23994576602919582,0.19986459840889825,0.19986459840889825
1000.0,100.0,500.0,20,0.08,300.0,3,997,3,0,1,0.36467229696839965,0.23920873185135025,0.198059485590125,0.198059485590125
1000.0,100.0,500.0,20,0.08,400.0,3,997,3,0,1,0.36622715574822146,0.2389398920561195,0.19741647609782956,0.19741647609782956
1000.0,100.0,500.0,20,0.08,500.0,3,997,3,0,1,0.36695272790545863,0.2388135041556052,0.19711688396946808,0.19711688396946808
1000.0,100.0,500.0,20,0.08,600.0,3,997,3,0,1,0.3673484340544969,0.2387443262178041,0.19695361986384952,0.19695361986384952
1000.0,100.0,500.0,20,0.08,700.0,3,997,3,0,1,0.3675875667088878,0.2387024354426303,0.196854998924241,0.196854998924241
1000.0,100.0,500.0,20,0.08,800.0,3,997,3,0,1,0.36774298830177715,0.2386751746038016,0.19679091854721054,0.19679091854721054
1000.0,100.0,500.0,20,0.08,900.0,3,997,3,0,1,0.367849642816079,0.2386564518079396,0.1967469526879907,0.1967469526879907
1000.0,100.0,500.0,20,0.08,1000.0,3,997,3,0,1,0.3679259810777214,0.23864304308830162,0.1967154879169885,0.1967154879169885
1000.0,100.0,500.0,20,0.08,1100.0,3,997,3,0,1,0.36798248902350217,0.23863311333395626,0.19669219882127073,0.19669219882127073
1000.0,100.0,500.0,20,0.08,1200.0,3,997,3,0,1,0.36802548290987946,0.23862555591712156,0.19667448058649953,0.19667448058649953
1000.0,100.0,500.0,20,0.08,1300.0,3,997,3,0,1,0.36805895120785315,0.2386196714646894,0.19666068866372885,0.19666068866372885
1000.0,100.0,500.0,20,0.08,1400.0,3,997,3,0,1,0.3680855128490697,0.23861500045965475,0.1966497433456378,0.1966497433456378
1000.0,100.0,500.0,20,0.08,1500.0,3,997,3,0,1,0.36810694501888097,0.23861123092352557,0.19664091202879674,0.19664091202879674
1000.0,100.0,500.0,20,0.08,1600.0,3,997,3,0,1,0.3681244880672996,0.2386081450317448,0.19663368345047783,0.19663368345047783
1000.0,100.0,500.0,20,0.08,1700.0,3,997,3,0,1,0.3681390289455991,0.23860558697249803,0.19662769204095157,0.19662769204095157
1000.0,100.0,500.0,20,0.08,1800.0,3,997,3,0,1,0.36815121548019125,0.23860344291164284,0.196622670804083,0.196622670804083
1000.0,100.0,500.0,20,0.08,1900.0,3,997,3,0,1,0.36816152975407185,0.23860162812062302,0.19661842106265262,0.19661842106265262
1000.0,100.0,500.0,20,0.08,2000.0,3,997,3,0,1,0.3681703365016154,0.23860007848383477,0.19661479250727493,0.19661479250727493
1000.0,100.0,500.0,20,0.08,2100.0,3,997,3,0,1,0.36817791578676456,0.23859874476204443,0.19661166972559552,0.19661166972559552
1000.0,100.0,500.0,20,0.08,2200.0,3,997,3,0,1,0.368184485537919,0.23859758863527136,0.1966089629134049,0.1966089629134049
1000.0,100.0,500.0,20,0.08,2300.0,3,997,3,0,1,0.36819021738425556,0.2385965799212359,0.19660660134725427,0.19660660134725427
1000.0,100.0,500.0,20,0.08,2400.0,3,997,3,0,1,0.3681952479759703,0.23859569458659818,0.19660452871871575,0.19660452871871575
1000.0,100.0,500.0,20,0.08,2500.0,3,997,3,0,1,0.3681996872024068,0.2385949133029098,0.19660269974734165,0.19660269974734165
1000.0,100.0,500.0,20,0.08,2600.0,3,997,3,0,1,0.3682036242428321,0.23859422038322797,0.19660107768697002,0.19660107768697002
1000.0,100.0,500.0,20,0.08,2700.0,3,997,3,0,1,0.36820713207928774,0.23859360298889573,0.1965996324659083,0.1965996324659083
1000.0,100.0,500.0,20,0.08,2800.0,3,997,3,0,1,0.3682102709025399,0.23859305053080557,0.19659833928332737,0.19659833928332737
1000.0,100.0,500.0,20,0.08,2900.0,3,997,3,0,1,0.368213090710861,0.23859255421250394,0.19659717753831737,0.19659717753831737
1000.0,100.0,500.0,20,0.08,3000.0,3,997,3,0,1,0.3682156333130787,0.23859210667799846,0.1965961300044614,0.1965961300044614
1000.0,100.0,500.0,20,0.08,3100.0,3,997,3,0,1,0.3682179338869894,0.23859170173771738,0.1965951821876466,0.1965951821876466
1000.0,100.0,500.0,20,0.08,3200.0,3,997,3,0,1,0.3682200222024647,0.23859133415341688,0.19659432182205921,0.19659432182205921
